player_matchName,player_playerId,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,label,match_id,date
J. Pedersen,7165hb1x2ygl2j5weox7hy6i2,36g6ifzjliec1jqnbtf7yesme,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,343,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
T. Prica,3v40cf58jryvu4l4cxu4w9ht6,36g6ifzjliec1jqnbtf7yesme,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,343,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
L. Andersen,8kmwxl1xblwfsb0h40mkgrlcl,36g6ifzjliec1jqnbtf7yesme,2,NaN,Substitute,NaN,Midfielder,14,NaN,NaN,3,4,NaN,NaN,11,14,4,25,7,NaN,1,11,5,5,NaN,NaN,1,1,NaN,1,NaN,2,1,1,NaN,NaN,1,NaN,NaN,1,1,,,343,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
E. Toku,6d05w3h1odtki5z4wqojf6z56,36g6ifzjliec1jqnbtf7yesme,1,NaN,Substitute,NaN,Midfielder,9,2,2,NaN,1,NaN,1,8,10,1,25,4,NaN,2,9,4,5,1,NaN,1,NaN,NaN,NaN,NaN,1,3,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,,,343,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
R. de Boer,cul6phe87idi5dn1hsfywxhwp,36g6ifzjliec1jqnbtf7yesme,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,343,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
S. John,3j17sy1es1n95b6wldq0guuad,8cfkisxf1fkxdqtt6tx1tup48,NaN,NaN,Goalkeeper,Centre,NaN,63,NaN,NaN,1,68,NaN,NaN,3,72,74,90,35,4,9,7,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
S. Larsen,4m7gr5z6b40dj02yrmlwgeluc,8cfkisxf1fkxdqtt6tx1tup48,5,3,Defender,Left,NaN,36,1,5,NaN,28,2,1,8,47,30,90,12,6,7,17,4,10,NaN,NaN,NaN,4,NaN,NaN,NaN,2,2,2,NaN,1,NaN,NaN,NaN,NaN,NaN,,,433,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
N. Cavnić,76haeglj7ab88ikhym8hw6uol,8cfkisxf1fkxdqtt6tx1tup48,2,NaN,Defender,Left/Centre,NaN,58,NaN,2,NaN,57,3,NaN,8,63,60,90,20,2,3,10,NaN,2,NaN,1,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
M. Gudmann,am3509ake84cde1xhb9264i22,8cfkisxf1fkxdqtt6tx1tup48,7,3,Defender,Centre/Right,NaN,84,2,5,1,74,5,2,11,94,82,90,26,5,6,13,3,5,NaN,NaN,NaN,1,2,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
D. Bayrak,d2otdesf6fxo0zjmrenoi074k,8cfkisxf1fkxdqtt6tx1tup48,7,NaN,Defender,Right,NaN,21,4,3,NaN,19,5,NaN,2,30,24,72,10,3,5,7,1,3,NaN,NaN,NaN,NaN,2,1,2,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
M. Jensen,619s1phj5bkgkug3aszc1y9cl,8cfkisxf1fkxdqtt6tx1tup48,2,NaN,Midfielder,Left/Centre,NaN,46,1,2,2,28,3,NaN,19,59,32,90,20,15,7,29,13,20,1,NaN,1,4,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
J. Seehusen,cptyf0icqfjv8wm49pcy0uw44,8cfkisxf1fkxdqtt6tx1tup48,5,NaN,Midfielder,Centre,NaN,26,NaN,3,2,19,3,NaN,7,32,22,90,6,2,8,12,3,4,NaN,NaN,NaN,5,4,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,,,433,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
W. Madsen,7ztdirfvd9d0x2yw1v051xzbo,8cfkisxf1fkxdqtt6tx1tup48,3,NaN,Midfielder,Centre/Right,NaN,36,NaN,1,3,18,1,NaN,19,42,21,81,11,4,3,22,11,14,2,NaN,2,2,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,1,1,3,3,,,433,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
C. Jensen,74m58jsznzu8l89b8h7rkh1bd,8cfkisxf1fkxdqtt6tx1tup48,2,1,Striker,Left/Centre,NaN,3,NaN,1,NaN,1,2,NaN,2,5,3,45,NaN,NaN,3,2,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
I. Dorgu,bmvcofmie6om4muxij4kdkro4,8cfkisxf1fkxdqtt6tx1tup48,4,2,Striker,Centre,NaN,10,NaN,2,1,7,NaN,NaN,5,10,7,81,1,NaN,5,5,2,2,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,2,2,,,433,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
Y. Dhaflaoui,98zlz2sscsf6vb7d52ici074k,8cfkisxf1fkxdqtt6tx1tup48,3,NaN,Striker,Centre/Right,NaN,11,2,4,1,7,1,1,4,15,10,69,NaN,NaN,4,5,3,4,2,NaN,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
J. Adedeji,4sgxth7onhb5mu29bgyupby3u,8cfkisxf1fkxdqtt6tx1tup48,1,NaN,Substitute,NaN,Midfielder,13,2,3,NaN,5,NaN,1,8,13,5,45,1,1,1,9,1,1,NaN,NaN,NaN,1,NaN,1,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
B. Bayrak,dqqswfn9s1tdxjoslts8ks6xg,8cfkisxf1fkxdqtt6tx1tup48,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
S. Hald,67p0s4o54xcmiustgy8k5gljo,8cfkisxf1fkxdqtt6tx1tup48,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
T. Pedersen,d8zder7jh6spg9gt9z1hewoic,8cfkisxf1fkxdqtt6tx1tup48,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
N. Jakobsen,4ti8pdx03j8dh4mdb626ltmvo,8cfkisxf1fkxdqtt6tx1tup48,NaN,NaN,Substitute,NaN,Midfielder,2,NaN,NaN,NaN,2,1,NaN,NaN,2,2,9,1,1,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
L. Schmidt,etv86c76faputyvch964nju38,8cfkisxf1fkxdqtt6tx1tup48,1,NaN,Substitute,NaN,Midfielder,1,NaN,2,NaN,1,NaN,NaN,1,3,3,9,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
E. Semovski,8qzac8nxm8nxbckdaisnooutw,8cfkisxf1fkxdqtt6tx1tup48,1,1,Substitute,NaN,Attacker,2,NaN,1,NaN,1,NaN,NaN,2,4,1,21,NaN,1,NaN,4,2,4,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
Yahyie Shirzai,wp2346fam5l8qou27jvrxpg4,8cfkisxf1fkxdqtt6tx1tup48,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
E. Villumsen,18g25rcpd99fe1gvr48uoqmtw,8cfkisxf1fkxdqtt6tx1tup48,NaN,NaN,Substitute,NaN,Defender,6,NaN,2,NaN,5,1,NaN,1,8,7,18,1,NaN,1,1,1,1,NaN,NaN,NaN,NaN,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,433,AaB vs HB Køge,9p7ahqrau8nxq313ey7b3b3mc,2023-09-22
A. Vaporakis,9y3vs6l0mjj38z0kw062jlh3p,ajtb177oqwawkdwbqhldmq6mx,NaN,NaN,Goalkeeper,Centre,NaN,35,NaN,2,NaN,39,4,NaN,1,38,40,90,13,NaN,10,3,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
D. Thøgersen,bvc80w5ai425plu54nhgx5fxl,ajtb177oqwawkdwbqhldmq6mx,4,3,Defender,Left,NaN,29,NaN,4,5,14,3,NaN,19,40,16,90,17,5,7,32,3,10,NaN,2,NaN,4,1,4,1,3,1,1,,NaN,1,NaN,,NaN,NaN,,,4231,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
Abdullah Iqbal,a0i74nqik3lbi02ngno0m0ys4,ajtb177oqwawkdwbqhldmq6mx,2,1,Defender,Left/Centre,NaN,63,NaN,5,NaN,55,5,NaN,17,77,60,90,30,5,9,26,3,7,NaN,1,NaN,4,NaN,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
J. Egeris,2uellcocrvapu7o70g5zdcmad,ajtb177oqwawkdwbqhldmq6mx,4,2,Defender,Centre/Right,NaN,50,NaN,3,NaN,36,5,NaN,16,61,41,90,28,7,5,22,4,9,NaN,2,NaN,NaN,NaN,NaN,NaN,1,2,1,,NaN,NaN,NaN,,NaN,NaN,,,4231,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
R. Laursen,chrdistk8r32vvb45nvm6prdh,ajtb177oqwawkdwbqhldmq6mx,7,4,Defender,Right,NaN,20,NaN,2,NaN,13,1,NaN,7,22,13,66,12,3,2,9,3,4,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
M. Mouritz,ezbixgm2km8iapnsl57bn4wkp,ajtb177oqwawkdwbqhldmq6mx,6,2,Defensive Midfielder,Left/Centre,NaN,20,2,1,2,8,2,1,12,30,10,66,16,4,4,21,4,7,NaN,NaN,NaN,2,1,NaN,1,1,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
A. Heimer,6dki65mdd3letfjjj51i0w3c9,ajtb177oqwawkdwbqhldmq6mx,4,1,Defensive Midfielder,Centre/Right,NaN,34,1,2,1,25,3,NaN,9,43,28,77,12,5,7,15,4,7,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
A. Daghim,6otr0cifkk9jbmxc2ew2spka,ajtb177oqwawkdwbqhldmq6mx,9,NaN,Attacking Midfielder,Left,NaN,13,5,2,1,7,1,NaN,6,16,8,66,3,1,4,10,4,5,NaN,NaN,NaN,3,NaN,2,NaN,NaN,2,NaN,,NaN,NaN,NaN,,2,2,,,4231,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
N. Thomsen,4a0jmv6qmwn01iuqp1mhnyzth,ajtb177oqwawkdwbqhldmq6mx,4,NaN,Attacking Midfielder,Centre,NaN,26,NaN,NaN,1,10,3,NaN,17,32,15,90,11,3,5,18,6,7,1,NaN,1,2,NaN,1,NaN,NaN,1,NaN,,NaN,1,NaN,,NaN,NaN,,,4231,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
J. Erenbjerg,a6z9meo0yksv97ntwe0q2k650,ajtb177oqwawkdwbqhldmq6mx,7,1,Attacking Midfielder,Right,NaN,30,2,3,4,16,2,2,15,39,21,90,11,7,3,21,9,13,1,1,1,NaN,1,1,1,4,6,4,,1,NaN,NaN,,2,2,,,4231,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
J. Mathys,zpl7lyln792rt0b2oedamvbo,ajtb177oqwawkdwbqhldmq6mx,5,NaN,Striker,Centre,NaN,7,1,1,3,3,NaN,NaN,6,11,4,82,4,1,NaN,10,4,6,2,NaN,2,NaN,NaN,1,NaN,NaN,5,NaN,,NaN,NaN,1,,1,1,,,4231,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
A. Bustamante,82l575a54blgeqlt44q9xu3je,ajtb177oqwawkdwbqhldmq6mx,2,NaN,Substitute,NaN,Midfielder,8,2,3,2,1,NaN,1,7,10,1,24,2,2,3,11,3,4,NaN,NaN,NaN,3,NaN,2,NaN,1,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
S. Kroner,dnr4vm0yotogcyks3g62psd4a,ajtb177oqwawkdwbqhldmq6mx,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
N. Morberg,5u9zrgsm6wycfcbk04m64wd1w,ajtb177oqwawkdwbqhldmq6mx,NaN,NaN,Substitute,NaN,Midfielder,14,NaN,1,1,7,2,NaN,7,19,9,13,6,3,3,10,1,2,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
E. Christensen,8xe0fufxfgf5cuwgysz3r2j85,ajtb177oqwawkdwbqhldmq6mx,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
E. Ogude,b12s22klt31o16liuuce95n11,ajtb177oqwawkdwbqhldmq6mx,3,1,Substitute,NaN,Attacker,2,2,3,NaN,1,NaN,1,1,2,1,8,NaN,NaN,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,,1,NaN,NaN,,NaN,NaN,,,4231,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
E. Møller,2k5289tevc2gxo04i83io5a3u,ajtb177oqwawkdwbqhldmq6mx,1,NaN,Substitute,NaN,Defender,20,NaN,2,1,9,1,NaN,11,22,11,24,9,1,1,12,6,6,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
M. Alstrup,81a5mbcfvbxke0w3cbq65ld2i,ajtb177oqwawkdwbqhldmq6mx,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
S. Clemmensen,as7qhgi67gngq0nb3zmwg8jro,ajtb177oqwawkdwbqhldmq6mx,NaN,NaN,Substitute,NaN,Midfielder,10,2,3,3,3,NaN,2,7,12,3,24,2,NaN,1,10,4,5,2,NaN,2,1,NaN,1,NaN,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
O. Søe,9213debwtuph6cjborx73sx78,ajtb177oqwawkdwbqhldmq6mx,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,4231,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
J. Fischer,b20lp3ufi88q4pckp39hsjbsa,b2vft81kyjurzbmekvgrqwr64,NaN,NaN,Goalkeeper,Centre,NaN,19,NaN,NaN,1,19,1,NaN,7,25,20,90,20,5,4,16,3,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,532,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
F. Dietz,ebd3uvtt54wkdsahc2127j02c,b2vft81kyjurzbmekvgrqwr64,1,1,Defender,Left/Centre,NaN,40,2,5,4,28,2,2,13,55,32,90,13,9,11,26,5,13,NaN,NaN,1,7,1,2,1,1,1,NaN,,2,NaN,1,,NaN,NaN,,,532,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
J. Bøge,lu9bber07etravimh00k745x,b2vft81kyjurzbmekvgrqwr64,NaN,NaN,Defender,Centre,NaN,59,NaN,1,1,57,1,NaN,5,60,57,89,11,3,5,6,2,3,NaN,NaN,NaN,4,4,NaN,4,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,532,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
E. Søgaard,cflwegqpzch8y30pb3dhigqnd,b2vft81kyjurzbmekvgrqwr64,4,1,Defender,Centre/Right,NaN,41,1,4,3,29,7,1,16,57,40,90,29,9,7,24,8,11,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,1,NaN,,NaN,1,NaN,,NaN,NaN,,,532,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
L. Klitten,ea2x4o6ufsqoz2zz7tqcnvo16,b2vft81kyjurzbmekvgrqwr64,1,1,Wing Back,Left,NaN,25,5,9,8,9,5,5,19,30,10,90,11,3,7,27,12,14,1,2,1,1,NaN,3,NaN,2,5,2,,1,1,NaN,,NaN,NaN,,,532,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
O. Klitten,e19g5bz7s9wqcvj8mttztxi0a,b2vft81kyjurzbmekvgrqwr64,1,NaN,Wing Back,Right,NaN,28,1,4,10,14,1,1,17,33,16,90,9,5,6,25,8,10,2,NaN,2,5,NaN,8,NaN,NaN,1,NaN,,NaN,3,1,,NaN,NaN,,,532,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
V. Rasmussen,dwuxps3jv2852642q000wep6,b2vft81kyjurzbmekvgrqwr64,1,NaN,Midfielder,Left/Centre,NaN,23,NaN,5,2,4,NaN,NaN,22,25,4,74,7,4,5,25,13,14,2,1,2,3,NaN,3,NaN,NaN,4,NaN,,2,2,NaN,,NaN,NaN,,,532,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
M. Freundlich,cuufy3ioo1kio56er2cfn0mqc,b2vft81kyjurzbmekvgrqwr64,4,NaN,Midfielder,Centre,NaN,38,NaN,3,10,24,2,NaN,24,45,25,88,10,6,7,33,9,13,2,NaN,5,4,1,2,1,NaN,1,NaN,,1,1,1,,2,2,,,532,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
F. Mortensen,1xcf8y3egy8j0g2c6xkcx6o6h,b2vft81kyjurzbmekvgrqwr64,12,2,Midfielder,Centre/Right,NaN,35,NaN,12,3,12,3,NaN,24,38,13,90,10,6,5,27,13,14,NaN,2,NaN,1,NaN,1,NaN,2,3,1,,1,NaN,NaN,,2,2,,,532,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
L. Skjellerup,iygkwt0uv3gt899wmlbwc296,b2vft81kyjurzbmekvgrqwr64,2,1,Striker,Left/Centre,NaN,9,NaN,3,1,NaN,NaN,NaN,9,15,1,81,7,1,NaN,16,3,5,NaN,3,NaN,NaN,NaN,2,NaN,3,5,4,,NaN,NaN,NaN,,2,1,,,532,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
M. Brajanac,4krwgfspxdgpq1pli11b04iga,b2vft81kyjurzbmekvgrqwr64,7,2,Striker,Centre/Right,NaN,21,3,7,NaN,8,NaN,1,14,32,11,90,5,2,3,22,9,15,NaN,5,NaN,2,NaN,NaN,NaN,3,8,5,,1,NaN,NaN,,2,NaN,,,532,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
S. Beraque,8iodn9a5r7pk47uqcx67i7i8k,b2vft81kyjurzbmekvgrqwr64,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,532,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
C. Hørby,k3qdvvg6cmatp55ivsa9714a,b2vft81kyjurzbmekvgrqwr64,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,532,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
M. Compaoré,az9x5coo3hl4qkt16x24pp5re,b2vft81kyjurzbmekvgrqwr64,NaN,NaN,Substitute,NaN,Attacker,1,1,1,NaN,NaN,1,1,1,1,NaN,9,NaN,NaN,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,532,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
M. Jacobsen,6bv0j0ezhh9u5u5hqz64p790q,b2vft81kyjurzbmekvgrqwr64,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,,,532,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
M. Kristensen,bp232fgjrfyok2471ec7u1tcl,b2vft81kyjurzbmekvgrqwr64,2,NaN,Substitute,NaN,Midfielder,5,2,2,NaN,2,1,1,3,10,4,16,4,2,2,6,1,4,NaN,NaN,NaN,1,1,NaN,1,NaN,3,1,,NaN,NaN,NaN,,NaN,NaN,,,532,B 93 vs Hobro,9pgdjsh2jwbmdfmrc97hcaqs4,2023-09-22
