player_matchName,player_playerId,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,label,match_id,date
J. Buus,s8c0oxnoqt6zi7pi88rwawvd,a9vw7ikerpr4cuweeeka5aneg,2,NaN,Substitute,NaN,Defender,1,2,1,NaN,NaN,NaN,NaN,1,4,NaN,3,2,1,NaN,4,1,4,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,Helsingør vs Horsens,9zcqu4ckvjggqy1u00y8p5c7o,2023-11-24
A. Ejupi,23qknnqc6885diyi50phjss7p,a9vw7ikerpr4cuweeeka5aneg,3,NaN,Substitute,NaN,Midfielder,16,NaN,4,1,8,3,NaN,8,21,8,35,11,6,6,13,4,8,NaN,NaN,NaN,3,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,Helsingør vs Horsens,9zcqu4ckvjggqy1u00y8p5c7o,2023-11-24
A. Jacobsen,9yiz575rldkwu7icgqwk1qmdx,a9vw7ikerpr4cuweeeka5aneg,2,1,Substitute,NaN,Attacker,4,1,2,2,NaN,NaN,1,5,5,NaN,35,1,1,1,6,4,5,NaN,NaN,NaN,1,NaN,1,NaN,2,4,2,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,343,Helsingør vs Horsens,9zcqu4ckvjggqy1u00y8p5c7o,2023-11-24
A. Nehme,9tdl50o579ut0oj2eec0dprtg,a9vw7ikerpr4cuweeeka5aneg,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,Helsingør vs Horsens,9zcqu4ckvjggqy1u00y8p5c7o,2023-11-24
F. Roslyng,4i0jiisff5k1efcgf27skpqfo,a9vw7ikerpr4cuweeeka5aneg,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,Helsingør vs Horsens,9zcqu4ckvjggqy1u00y8p5c7o,2023-11-24
A. Saine,7353ysa16qgg30b9z5qiagys4,a9vw7ikerpr4cuweeeka5aneg,NaN,NaN,Substitute,NaN,Defender,2,NaN,1,NaN,1,NaN,NaN,1,2,1,1,2,1,1,1,1,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,Helsingør vs Horsens,9zcqu4ckvjggqy1u00y8p5c7o,2023-11-24
A. Sigurðarson,266me3mc2giq9nnwn7ymkmymt,a9vw7ikerpr4cuweeeka5aneg,5,1,Substitute,NaN,Midfielder,9,7,4,2,2,1,4,7,14,4,35,4,1,4,12,3,5,1,NaN,1,1,NaN,2,NaN,NaN,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,Helsingør vs Horsens,9zcqu4ckvjggqy1u00y8p5c7o,2023-11-24
N. Flø,a6ham5hnwv62w3tynikyal68l,aljua8crr0vkwit0j3m59jw9j,NaN,NaN,Goalkeeper,Centre,NaN,18,NaN,1,NaN,17,2,NaN,4,27,19,90,23,2,8,12,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
A. Barkarson,bb2cldqy0vvcyrrcvj6j0d71l,aljua8crr0vkwit0j3m59jw9j,4,2,Defender,Left,NaN,24,1,8,1,13,1,1,12,32,14,90,7,3,3,19,4,10,NaN,4,NaN,2,2,NaN,2,1,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
D. Grétarsson,czpstoiy12awqpasz573ckp91,aljua8crr0vkwit0j3m59jw9j,1,1,Defender,Left/Centre,NaN,80,NaN,3,3,43,2,NaN,44,89,45,90,38,13,4,51,8,13,1,NaN,1,2,4,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
M. Soulas,6rd849oap6uh93wdwjk8590q1,aljua8crr0vkwit0j3m59jw9j,1,1,Defender,Centre/Right,NaN,94,NaN,2,2,65,1,NaN,33,103,69,90,27,8,7,38,5,8,NaN,1,NaN,6,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
J. Thorsen,3b8zmft8guvxlwfl1ystmjzkl,aljua8crr0vkwit0j3m59jw9j,5,1,Defender,Right,NaN,49,2,2,1,28,1,1,22,58,31,90,19,9,3,28,10,13,1,NaN,1,2,3,1,3,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,,,4231,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
T. Sommer,5jdkdvxssuc8gvzwwrq5bs76y,aljua8crr0vkwit0j3m59jw9j,3,1,Defensive Midfielder,Left/Centre,NaN,29,NaN,2,1,10,4,NaN,19,35,12,40,10,5,4,23,7,8,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
S. Emini,5x8064b3yr7txk0czddfjtffu,aljua8crr0vkwit0j3m59jw9j,7,1,Defensive Midfielder,Centre/Right,NaN,62,NaN,4,6,29,9,NaN,35,76,36,83,25,10,12,42,15,22,NaN,NaN,NaN,3,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,1,1,,,4231,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
J. Gallegos,6gh4z3yubnpypzoakjom1rj3e,aljua8crr0vkwit0j3m59jw9j,5,NaN,Attacking Midfielder,Left,NaN,11,5,4,2,1,NaN,3,10,16,3,45,4,2,1,13,3,6,NaN,NaN,NaN,1,NaN,NaN,NaN,2,4,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
K. Ingason,a8opuarwq9byw73nhfgvo9nca,aljua8crr0vkwit0j3m59jw9j,2,NaN,Attacking Midfielder,Centre,NaN,20,1,6,4,7,1,NaN,14,26,9,84,4,2,5,20,10,14,1,NaN,1,3,1,NaN,1,1,7,1,1,1,NaN,NaN,1,NaN,NaN,,,4231,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
P. Christiansen,djxtqxvqxd70prbr1gkwjp3sa,aljua8crr0vkwit0j3m59jw9j,6,2,Attacking Midfielder,Right,NaN,15,4,2,4,2,NaN,2,13,21,2,90,4,1,2,21,11,16,1,NaN,2,1,1,2,1,3,6,3,NaN,1,NaN,1,NaN,NaN,NaN,,,4231,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
S. Andreasen,4qyfoq5fjiochtj89w426lm21,aljua8crr0vkwit0j3m59jw9j,3,NaN,Striker,Centre,NaN,7,NaN,3,2,5,NaN,NaN,4,13,6,72,3,2,1,9,4,9,NaN,1,NaN,1,NaN,NaN,NaN,3,4,3,NaN,NaN,NaN,NaN,NaN,3,3,,,4231,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
M. Agger,adg5dfvzxjrzlz1n2jsfeyx3o,aljua8crr0vkwit0j3m59jw9j,NaN,NaN,Substitute,NaN,Attacker,4,1,2,NaN,1,1,1,3,6,1,18,NaN,NaN,3,5,2,3,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,,,4231,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
J. Dakir,9yxhg70gpwi3e9s84c8qwg0yx,aljua8crr0vkwit0j3m59jw9j,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
M. Hansen,945m1ao4o1wvojbkckvdtjre2,aljua8crr0vkwit0j3m59jw9j,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
M. Hyllegaard,9rbmj0j542662taz98gtv6bfu,aljua8crr0vkwit0j3m59jw9j,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
O. Hyseni,94560hgwsjkx8qgz48f7gzitw,aljua8crr0vkwit0j3m59jw9j,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
K. Jørgensen,dnx2oigmv6rpzp7q7mjka8ems,aljua8crr0vkwit0j3m59jw9j,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
T. Kløve,ozsu77pdl1qshegexnbjfqvp,aljua8crr0vkwit0j3m59jw9j,1,NaN,Substitute,NaN,Midfielder,48,1,5,1,28,1,1,23,52,29,50,14,4,7,26,10,12,1,NaN,1,6,3,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,,,4231,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
I. Nikolov,bh06w40pwo6dy3cjrw3r2i0ru,aljua8crr0vkwit0j3m59jw9j,1,NaN,Substitute,NaN,Defender,18,NaN,1,NaN,5,2,NaN,14,22,8,45,6,5,3,15,7,8,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
A. Oggesen,3361cs2j60yxzy9mir80byqc5,aljua8crr0vkwit0j3m59jw9j,NaN,NaN,Substitute,NaN,Midfielder,7,NaN,NaN,1,2,NaN,NaN,5,7,2,7,2,1,NaN,5,2,2,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
N. Dannevang,3t42izcok7ya6lznebjvqhwid,9p2s410bvc59jz238ugicc3fn,NaN,NaN,Goalkeeper,Centre,NaN,23,NaN,NaN,NaN,26,2,NaN,3,28,28,90,16,3,10,10,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
L. Bust,6gmm4awyvlf9p7jr9dvnmp0tm,9p2s410bvc59jz238ugicc3fn,2,NaN,Defender,Left/Centre,NaN,54,NaN,2,NaN,40,3,NaN,15,62,42,90,25,5,5,21,2,6,NaN,2,NaN,2,3,NaN,3,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
S. Trier,8iem9qo12nq50d2ch6ulseiok,9p2s410bvc59jz238ugicc3fn,2,1,Defender,Centre,NaN,45,NaN,3,NaN,45,4,NaN,5,49,48,90,13,1,6,6,2,2,NaN,1,NaN,2,3,NaN,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
P. Banda,c6x3omnbbq5hw10xsxcq1yec4,9p2s410bvc59jz238ugicc3fn,NaN,NaN,Defender,Centre/Right,NaN,20,1,5,NaN,16,2,1,5,27,18,64,14,3,3,10,2,4,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
M. Høst,17zahtopt5x8nvrrv5g6ool49,9p2s410bvc59jz238ugicc3fn,1,NaN,Wing Back,Left,NaN,41,NaN,2,5,21,3,NaN,22,53,25,90,16,8,7,30,11,17,1,NaN,2,4,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
C. Friedrich,8fc1w9vecq8e9kvoywi2bd9uc,9p2s410bvc59jz238ugicc3fn,8,2,Wing Back,Right,NaN,31,NaN,3,2,18,3,NaN,14,41,21,90,15,5,10,23,5,8,NaN,NaN,NaN,5,2,2,2,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,,,541,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
F. Christensen,86elyas9hffkzucaq158gfnit,9p2s410bvc59jz238ugicc3fn,4,2,Midfielder,Left,NaN,18,NaN,9,NaN,11,2,NaN,8,24,12,86,5,NaN,5,13,1,5,NaN,5,NaN,2,NaN,NaN,NaN,3,5,3,NaN,1,NaN,NaN,NaN,1,1,,,541,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
J. Madsen,eso2tbbpnxu9qvx6zy07m5jx0,9p2s410bvc59jz238ugicc3fn,6,1,Midfielder,Left/Centre,NaN,34,1,6,3,18,2,1,16,45,24,86,12,6,5,24,7,10,NaN,NaN,NaN,2,1,3,1,1,2,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,,,541,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
M. Carlson,b5r9e8cyb3ds82vcy387j717t,9p2s410bvc59jz238ugicc3fn,4,NaN,Midfielder,Centre/Right,NaN,40,1,3,5,20,3,1,25,42,21,90,11,3,6,27,10,11,1,NaN,1,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
A. Njai,f1ba9g771s0zeel0titcj3omi,9p2s410bvc59jz238ugicc3fn,9,1,Midfielder,Right,NaN,9,6,2,4,2,2,1,10,19,6,86,5,1,9,17,6,10,2,NaN,3,6,1,4,1,NaN,1,NaN,NaN,1,3,1,NaN,NaN,NaN,,,541,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
M. Ladefoged,bdxcd38y99nrbv72uh2v4fhg4,9p2s410bvc59jz238ugicc3fn,1,NaN,Striker,Centre,NaN,8,1,1,1,7,NaN,NaN,3,14,7,58,2,1,2,9,NaN,5,NaN,1,NaN,2,NaN,NaN,NaN,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
S. Dhaflaoui,dcj1r91o3t276o924heml8stl,9p2s410bvc59jz238ugicc3fn,6,NaN,Substitute,NaN,Midfielder,10,3,3,NaN,5,1,2,5,14,5,26,4,2,6,9,1,3,NaN,NaN,NaN,5,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
M. Flindtholt,dr570q396g7vf0vs0me443dg,9p2s410bvc59jz238ugicc3fn,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
F. Ellegaard,axku82d0k0yneq3cgw2rztox6,9p2s410bvc59jz238ugicc3fn,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
M. Holm,618p33azjngiscs20lu65zsa,9p2s410bvc59jz238ugicc3fn,4,1,Substitute,NaN,Midfielder,4,NaN,NaN,1,NaN,NaN,NaN,4,4,NaN,32,1,2,NaN,5,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
V. Mikkelsen,1hk0w8yjuxe53g6iw9q0wjcic,9p2s410bvc59jz238ugicc3fn,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
G. Pyne-Cole,5n7gv24a4vr4pvxzo3pgrh6hg,9p2s410bvc59jz238ugicc3fn,NaN,NaN,Substitute,NaN,Attacker,2,NaN,NaN,NaN,NaN,NaN,NaN,2,3,NaN,4,NaN,NaN,1,3,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
B. Rygaard,d9c6x5owti90qf3bc6vbttkic,9p2s410bvc59jz238ugicc3fn,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
M. Schou,7cmtd2z67ohvqmevp5v6x709g,9p2s410bvc59jz238ugicc3fn,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,541,SønderjyskE vs Næstved,a0ejm0iz1rfux24b8mrg2ml1w,2023-11-24
W. Lykke,9h6c9ue598hllcri39erjitqs,aqtkb4mgrz8c6iqfufj6qjbv9,NaN,NaN,Goalkeeper,Centre,NaN,23,NaN,NaN,NaN,24,4,NaN,1,28,26,90,16,4,10,6,1,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,Hillerød vs Kolding,9zlz0sqftdvhohxn3rpr7vz10,2023-11-25
L. Bøje-Larsen,elsygne5tjybbxrqgehtovnro,aqtkb4mgrz8c6iqfufj6qjbv9,1,NaN,Defender,Left,NaN,34,NaN,1,2,18,2,NaN,18,39,21,45,9,3,3,22,8,8,2,NaN,2,1,NaN,2,NaN,NaN,2,NaN,NaN,NaN,NaN,1,,NaN,NaN,NaN,NaN,442,Hillerød vs Kolding,9zlz0sqftdvhohxn3rpr7vz10,2023-11-25
G. Arndal-Lauritzen,5i6n6yne6fh410vk7p7kkokmi,aqtkb4mgrz8c6iqfufj6qjbv9,2,2,Defender,Left/Centre,NaN,92,NaN,6,4,48,8,NaN,44,108,54,90,43,17,14,55,12,19,NaN,4,NaN,6,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,Hillerød vs Kolding,9zlz0sqftdvhohxn3rpr7vz10,2023-11-25
J. Witt,5z7y55t2o577r8ki3i5855as,aqtkb4mgrz8c6iqfufj6qjbv9,9,9,Defender,Centre/Right,NaN,102,NaN,9,4,57,8,NaN,51,115,58,90,53,25,13,64,22,33,NaN,6,NaN,4,3,1,3,1,5,2,NaN,1,NaN,NaN,,NaN,NaN,NaN,NaN,442,Hillerød vs Kolding,9zlz0sqftdvhohxn3rpr7vz10,2023-11-25
S. Sharif,9lsylzgf7e3i5zb0fshnxo6xg,aqtkb4mgrz8c6iqfufj6qjbv9,3,2,Defender,Right,NaN,67,NaN,3,7,32,4,NaN,40,79,34,90,23,11,8,50,20,29,1,1,1,3,1,4,1,NaN,NaN,NaN,NaN,1,4,1,,NaN,NaN,NaN,NaN,442,Hillerød vs Kolding,9zlz0sqftdvhohxn3rpr7vz10,2023-11-25
N. Schmidt,5dlh0fa9yo6z283w9p58xmnoq,aqtkb4mgrz8c6iqfufj6qjbv9,5,NaN,Midfielder,Left,NaN,24,1,3,2,9,NaN,NaN,15,31,10,45,11,3,1,21,13,18,1,2,1,1,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,1,,NaN,NaN,NaN,NaN,442,Hillerød vs Kolding,9zlz0sqftdvhohxn3rpr7vz10,2023-11-25
M. Due Grandt,2tcdx5rp7vujnlid4oqqxdogk,aqtkb4mgrz8c6iqfufj6qjbv9,4,NaN,Midfielder,Left/Centre,NaN,79,4,8,2,36,3,2,44,85,38,90,15,9,9,48,18,20,NaN,2,NaN,6,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,Hillerød vs Kolding,9zlz0sqftdvhohxn3rpr7vz10,2023-11-25
A. Alicino,7l7f98nn8gohmdacsdb2labkk,aqtkb4mgrz8c6iqfufj6qjbv9,1,1,Midfielder,Centre/Right,NaN,49,NaN,3,1,23,1,NaN,27,55,25,66,14,2,6,31,7,10,NaN,NaN,NaN,5,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,Hillerød vs Kolding,9zlz0sqftdvhohxn3rpr7vz10,2023-11-25
T. Arndal,1n4eldqa7h9jvcx1693zqu06i,aqtkb4mgrz8c6iqfufj6qjbv9,5,NaN,Midfielder,Right,NaN,21,1,5,9,5,NaN,NaN,19,28,7,58,10,1,2,32,9,13,NaN,NaN,1,1,1,7,1,NaN,NaN,NaN,NaN,1,1,NaN,,1,1,NaN,NaN,442,Hillerød vs Kolding,9zlz0sqftdvhohxn3rpr7vz10,2023-11-25
V. Schousboe,bgd377c7d3jfjd3yo3e02f0iy,aqtkb4mgrz8c6iqfufj6qjbv9,5,3,Striker,Left/Centre,NaN,12,1,3,2,4,NaN,NaN,10,18,5,74,3,1,2,15,6,10,1,3,1,2,1,NaN,1,1,2,1,NaN,NaN,NaN,NaN,,1,1,NaN,NaN,442,Hillerød vs Kolding,9zlz0sqftdvhohxn3rpr7vz10,2023-11-25
S. Pingel,3epwf56ozg73hueacwmckk0r9,aqtkb4mgrz8c6iqfufj6qjbv9,7,3,Striker,Centre/Right,NaN,18,1,4,3,3,NaN,1,17,25,4,90,4,1,2,24,9,14,NaN,3,NaN,2,NaN,1,NaN,4,7,4,NaN,NaN,NaN,NaN,,1,1,NaN,NaN,442,Hillerød vs Kolding,9zlz0sqftdvhohxn3rpr7vz10,2023-11-25
M. Al-Atlassi,mvsf89bc3bmb24sgheuy8hsk,aqtkb4mgrz8c6iqfufj6qjbv9,4,2,Substitute,NaN,Midfielder,18,4,4,3,6,1,2,14,21,7,32,8,1,2,17,9,11,NaN,NaN,NaN,1,NaN,1,NaN,NaN,1,NaN,1,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,Hillerød vs Kolding,9zlz0sqftdvhohxn3rpr7vz10,2023-11-25
A. Hassan,73zwo9lvgzvri6s5gp34b2hnt,aqtkb4mgrz8c6iqfufj6qjbv9,3,1,Substitute,NaN,Attacker,11,NaN,NaN,1,6,NaN,NaN,6,15,6,24,5,NaN,NaN,10,2,4,1,NaN,1,NaN,NaN,1,NaN,1,2,1,NaN,NaN,1,NaN,,NaN,NaN,NaN,NaN,442,Hillerød vs Kolding,9zlz0sqftdvhohxn3rpr7vz10,2023-11-25
A. Højmark-Jensen,85s00xohkxaor9nmp7s17qwa1,aqtkb4mgrz8c6iqfufj6qjbv9,1,1,Substitute,NaN,Attacker,1,NaN,1,NaN,NaN,NaN,NaN,1,3,NaN,16,1,NaN,NaN,3,1,3,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,,1,1,NaN,NaN,442,Hillerød vs Kolding,9zlz0sqftdvhohxn3rpr7vz10,2023-11-25
