playerName,playerId,contestantId,team_name,321,9,24,25,26,label,match_id,date
M. Høst,17zahtopt5x8nvrrv5g6ool49,9p2s410bvc59jz238ugicc3fn,Næstved,0.05021195113658905,,NaN,NaN,,Næstved vs SønderjyskE,9f9widmhypm4d08lme1ounu38,2023-08-06
J. Madsen,eso2tbbpnxu9qvx6zy07m5jx0,9p2s410bvc59jz238ugicc3fn,Næstved,0.023522350937128067,,NaN,true,,Næstved vs SønderjyskE,9f9widmhypm4d08lme1ounu38,2023-08-06
S. Emini,5x8064b3yr7txk0czddfjtffu,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,0.026397472247481346,,NaN,NaN,,Næstved vs SønderjyskE,9f9widmhypm4d08lme1ounu38,2023-08-06
J. Madsen,eso2tbbpnxu9qvx6zy07m5jx0,9p2s410bvc59jz238ugicc3fn,Næstved,0.9668379426002502,,NaN,NaN,,Næstved vs SønderjyskE,9f9widmhypm4d08lme1ounu38,2023-08-06
J. Erenbjerg,a6z9meo0yksv97ntwe0q2k650,ajtb177oqwawkdwbqhldmq6mx,B 93,0.016747616231441498,,NaN,NaN,NaN,Horsens vs B 93,593zq7yy5pe9l391p6ryi232s,2024-05-18
M. Opondo,4m3slt6iikaxklqd12i719rl5,a9vw7ikerpr4cuweeeka5aneg,Horsens,0.26981911063194275,,NaN,true,NaN,Horsens vs B 93,593zq7yy5pe9l391p6ryi232s,2024-05-18
F. Roslyng,4i0jiisff5k1efcgf27skpqfo,a9vw7ikerpr4cuweeeka5aneg,Horsens,0.08820988982915878,,NaN,true,NaN,Horsens vs B 93,593zq7yy5pe9l391p6ryi232s,2024-05-18
S. Clemmensen,as7qhgi67gngq0nb3zmwg8jro,ajtb177oqwawkdwbqhldmq6mx,B 93,0.6499642729759216,,NaN,NaN,NaN,Horsens vs B 93,593zq7yy5pe9l391p6ryi232s,2024-05-18
M. Larsen,dsfbfzwy3c06mu50ee89qrbsa,a9vw7ikerpr4cuweeeka5aneg,Horsens,0.06429485976696014,,NaN,NaN,NaN,Horsens vs B 93,593zq7yy5pe9l391p6ryi232s,2024-05-18
M. Larsen,dsfbfzwy3c06mu50ee89qrbsa,a9vw7ikerpr4cuweeeka5aneg,Horsens,0.11105703562498093,,NaN,NaN,NaN,Horsens vs B 93,593zq7yy5pe9l391p6ryi232s,2024-05-18
F. Roslyng,4i0jiisff5k1efcgf27skpqfo,a9vw7ikerpr4cuweeeka5aneg,Horsens,0.06823087483644485,,NaN,true,NaN,Horsens vs B 93,593zq7yy5pe9l391p6ryi232s,2024-05-18
M. Larsen,dsfbfzwy3c06mu50ee89qrbsa,a9vw7ikerpr4cuweeeka5aneg,Horsens,0.0367230661213398,,NaN,NaN,NaN,Horsens vs B 93,593zq7yy5pe9l391p6ryi232s,2024-05-18
E. Just,b9g3gwxlao9u6y4elz1sdukmh,a9vw7ikerpr4cuweeeka5aneg,Horsens,0.11344306170940399,,NaN,NaN,NaN,Horsens vs B 93,593zq7yy5pe9l391p6ryi232s,2024-05-18
E. Just,b9g3gwxlao9u6y4elz1sdukmh,a9vw7ikerpr4cuweeeka5aneg,Horsens,0.054354842752218246,,NaN,NaN,NaN,Horsens vs B 93,593zq7yy5pe9l391p6ryi232s,2024-05-18
M. Lassen,duahzgqspyuy2gu31u3s8ky96,a9vw7ikerpr4cuweeeka5aneg,Horsens,0.06467454135417938,,NaN,NaN,NaN,Horsens vs B 93,593zq7yy5pe9l391p6ryi232s,2024-05-18
F. Roslyng,4i0jiisff5k1efcgf27skpqfo,a9vw7ikerpr4cuweeeka5aneg,Horsens,0.025745011866092682,,NaN,true,NaN,Horsens vs B 93,593zq7yy5pe9l391p6ryi232s,2024-05-18
