id,contestantId,team_name,playerName,playerId,q_qualifierId,q_value,match_id,label,date
2569875083,4d5ca1j5czw1oo6zu727ggxp,Helsingør,S. Yatéké,9ircna8pbskreztmy1wiqwx9m,321,0.05643521621823311,9c7pxvlmfkotnuzkagz40e2vo,Helsingør vs Næstved,2023-07-23
2569875421,9p2s410bvc59jz238ugicc3fn,Næstved,M. Carlson,b5r9e8cyb3ds82vcy387j717t,321,0.0917809009552002,9c7pxvlmfkotnuzkagz40e2vo,Helsingør vs Næstved,2023-07-23
2569876515,4d5ca1j5czw1oo6zu727ggxp,Helsingør,M. Knudsen,7mz3eeftobqmj35uu0ax1vbhl,321,0.07846280187368393,9c7pxvlmfkotnuzkagz40e2vo,Helsingør vs Næstved,2023-07-23
2569876529,4d5ca1j5czw1oo6zu727ggxp,Helsingør,R. Marcus,ahs6m7vvgmj6ydqok7as4nx0,321,0.057672396302223206,9c7pxvlmfkotnuzkagz40e2vo,Helsingør vs Næstved,2023-07-23
2569877955,4d5ca1j5czw1oo6zu727ggxp,Helsingør,S. Yatéké,9ircna8pbskreztmy1wiqwx9m,321,0.09548483043909073,9c7pxvlmfkotnuzkagz40e2vo,Helsingør vs Næstved,2023-07-23
2569880853,9p2s410bvc59jz238ugicc3fn,Næstved,M. Mølvadgaard,24dnlh5ep1kag3tivpwu832sp,321,0.013712113723158836,9c7pxvlmfkotnuzkagz40e2vo,Helsingør vs Næstved,2023-07-23
2569879523,4d5ca1j5czw1oo6zu727ggxp,Helsingør,N. Mouritsen,eyvv6b94feknnp1uew6n0ytat,321,0.016826767474412918,9c7pxvlmfkotnuzkagz40e2vo,Helsingør vs Næstved,2023-07-23
2569879771,4d5ca1j5czw1oo6zu727ggxp,Helsingør,S. Yatéké,9ircna8pbskreztmy1wiqwx9m,321,0.26779115200042725,9c7pxvlmfkotnuzkagz40e2vo,Helsingør vs Næstved,2023-07-23
2569880321,4d5ca1j5czw1oo6zu727ggxp,Helsingør,S. Yatéké,9ircna8pbskreztmy1wiqwx9m,321,0.22978810966014862,9c7pxvlmfkotnuzkagz40e2vo,Helsingør vs Næstved,2023-07-23
2569881621,9p2s410bvc59jz238ugicc3fn,Næstved,M. Mølvadgaard,24dnlh5ep1kag3tivpwu832sp,321,0.05512294918298721,9c7pxvlmfkotnuzkagz40e2vo,Helsingør vs Næstved,2023-07-23
2569885805,9p2s410bvc59jz238ugicc3fn,Næstved,F. Ellegaard,axku82d0k0yneq3cgw2rztox6,321,0.116086944937706,9c7pxvlmfkotnuzkagz40e2vo,Helsingør vs Næstved,2023-07-23
2569886909,9p2s410bvc59jz238ugicc3fn,Næstved,F. Ellegaard,axku82d0k0yneq3cgw2rztox6,321,0.1276988834142685,9c7pxvlmfkotnuzkagz40e2vo,Helsingør vs Næstved,2023-07-23
2569887069,9p2s410bvc59jz238ugicc3fn,Næstved,M. Mølvadgaard,24dnlh5ep1kag3tivpwu832sp,321,0.09465162456035614,9c7pxvlmfkotnuzkagz40e2vo,Helsingør vs Næstved,2023-07-23
